ticker,company_name,sector,industry,market_cap,country
F,Ford Motor Company,consumer-cyclical,Auto Manufacturers,38247292928,United States
FTNT,"Fortinet, Inc.",technology,Software - Infrastructure,82126430208,United States
FTV,Fortive Corporation,technology,Scientific & Technical Instruments,26580049920,United States
FOXA,Fox Corporation,communication-services,Entertainment,24693878784,United States
FOX,Fox Corporation,communication-services,Entertainment,24622526464,United States
BEN,"Franklin Resources, Inc.",financial-services,Asset Management,10586769408,United States
FCX,Freeport-McMoRan Inc.,basic-materials,Copper,54838587392,United States
GRMN,Garmin Ltd.,technology,Scientific & Technical Instruments,43254341632,Switzerland
IT,"Gartner, Inc.",technology,Information Technology Services,37661659136,United States
GE,GE Aerospace,industrials,Aerospace & Defense,217341214720,United States
GEHC,GE HealthCare Technologies Inc.,healthcare,Health Information Services,38760579072,United States
GEV,GE Vernova Inc.,utilities,Utilities - Renewable,87405428736,United States
GEN,Gen Digital Inc.,technology,Software - Infrastructure,16979091456,United States
GNRC,Generac Holdings Inc.,industrials,Specialty Industrial Machinery,7753993216,United States
GD,General Dynamics Corporation,industrials,Aerospace & Defense,71091494912,United States
GIS,"General Mills, Inc.",consumer-defensive,Packaged Foods,33603039232,United States
GM,General Motors Company,consumer-cyclical,Auto Manufacturers,48237694976,United States
GPC,Genuine Parts Company,consumer-cyclical,Auto Parts,17156231168,United States
GILD,"Gilead Sciences, Inc.",healthcare,Drug Manufacturers - General,143763210240,United States
GPN,Global Payments Inc.,industrials,Specialty Business Services,24830932992,United States
GL,Globe Life Inc.,financial-services,Insurance - Life,10583345152,United States
GDDY,GoDaddy Inc.,technology,Software - Infrastructure,24921063424,United States
GS,"The Goldman Sachs Group, Inc.",financial-services,Capital Markets,185060982784,United States
HAL,Halliburton Company,energy,Oil & Gas Equipment & Services,20999147520,United States
HIG,"The Hartford Insurance Group, Inc.",financial-services,Insurance - Property & Casualty,33595758592,United States
HAS,"Hasbro, Inc.",consumer-cyclical,Leisure,8796035072,United States
HCA,"HCA Healthcare, Inc.",healthcare,Medical Care Facilities,79377555456,United States
DOC,"Healthpeak Properties, Inc.",real-estate,REIT - Healthcare Facilities,14285137920,United States
HSIC,"Henry Schein, Inc.",healthcare,Medical Distribution,8873688064,United States
HSY,The Hershey Company,consumer-defensive,Confectioners,35832819712,United States
HES,Hess Corporation,energy,Oil & Gas E&P,43573989376,United States
HPE,Hewlett Packard Enterprise Company,technology,Communication Equipment,24810315776,United States
HLT,Hilton Worldwide Holdings Inc.,consumer-cyclical,Lodging,62432509952,United States
HOLX,"Hologic, Inc.",healthcare,Medical Instruments & Supplies,14012884992,United States
HD,"The Home Depot, Inc.",consumer-cyclical,Home Improvement Retail,383785795584,United States
HON,Honeywell International Inc.,industrials,Conglomerates,136236015616,United States
HRL,Hormel Foods Corporation,consumer-defensive,Packaged Foods,15815498752,United States
HST,"Host Hotels & Resorts, Inc.",real-estate,REIT - Hotel & Motel,11392760832,United States
HWM,Howmet Aerospace Inc.,industrials,Aerospace & Defense,52774498304,United States
HPQ,HP Inc.,technology,Computer Hardware,27828592640,United States
HUBB,Hubbell Incorporated,industrials,Electrical Equipment & Parts,18990315520,United States
HUM,Humana Inc.,healthcare,Healthcare Plans,31623467008,United States
HBAN,Huntington Bancshares Incorporated,financial-services,Banks - Regional,22358829056,United States
HII,"Huntington Ingalls Industries, Inc.",industrials,Aerospace & Defense,7575215104,United States
IBM,International Business Machines Corporation,technology,Information Technology Services,233067806720,United States
IEX,IDEX Corporation,industrials,Specialty Industrial Machinery,14279979008,United States
IDXX,"IDEXX Laboratories, Inc.",healthcare,Diagnostics & Research,35559129088,United States
ITW,Illinois Tool Works Inc.,industrials,Specialty Industrial Machinery,76618170368,United States
INCY,Incyte Corporation,healthcare,Biotechnology,13509909504,United States
IR,Ingersoll Rand Inc.,industrials,Specialty Industrial Machinery,34032297984,United States
PODD,Insulet Corporation,healthcare,Medical Devices,19017928704,United States
INTC,Intel Corporation,technology,Semiconductors,90107297792,United States
ICE,"Intercontinental Exchange, Inc.",financial-services,Financial Data & Stock Exchanges,98601099264,United States
IFF,International Flavors & Fragrances Inc.,basic-materials,Specialty Chemicals,20776763392,United States
IP,International Paper Company,consumer-cyclical,Packaging & Containers,27626876928,United States
IPG,"The Interpublic Group of Companies, Inc.",communication-services,Advertising Agencies,10121146368,United States
INTU,Intuit Inc.,technology,Software - Application,172632326144,United States
ISRG,"Intuitive Surgical, Inc.",healthcare,Medical Instruments & Supplies,202588307456,United States
IVZ,Invesco Ltd.,financial-services,Asset Management,7345148416,United States
INVH,Invitation Homes Inc.,real-estate,REIT - Residential,20874348544,United States
IQV,IQVIA Holdings Inc.,healthcare,Diagnostics & Research,32768145408,United States
IRM,Iron Mountain Incorporated,real-estate,REIT - Specialty,25940267008,United States
JBHT,"J.B. Hunt Transport Services, Inc.",industrials,Integrated Freight & Logistics,16005279744,United States
JBL,Jabil Inc.,technology,Electronic Components,15678839808,United States
JKHY,"Jack Henry & Associates, Inc.",technology,Information Technology Services,12948817920,United States
J,Jacobs Solutions Inc.,industrials,Engineering & Construction,15240797184,United States
JNJ,Johnson & Johnson,healthcare,Drug Manufacturers - General,397546225664,United States
JCI,Johnson Controls International plc,industrials,Building Products & Equipment,54276628480,Ireland
JPM,JPMorgan Chase & Co.,financial-services,Banks - Diversified,703305547776,United States
JNPR,"Juniper Networks, Inc.",technology,Communication Equipment,11998172160,United States
K,Kellanova,consumer-defensive,Packaged Foods,28435443712,United States
KVUE,Kenvue Inc.,consumer-defensive,Household & Personal Products,44034969600,United States
KDP,Keurig Dr Pepper Inc.,consumer-defensive,Beverages - Non-Alcoholic,45179772928,United States
KEY,KeyCorp,financial-services,Banks - Regional,17969252352,United States
KEYS,"Keysight Technologies, Inc.",technology,Scientific & Technical Instruments,27086688256,United States
KMB,Kimberly-Clark Corporation,consumer-defensive,Household & Personal Products,46976548864,United States
KIM,Kimco Realty Corporation,real-estate,REIT - Retail,14751553536,United States
KMI,"Kinder Morgan, Inc.",energy,Oil & Gas Midstream,59392987136,United States
KKR,KKR & Co. Inc.,financial-services,Asset Management,113534418944,United States
KLAC,KLA Corporation,technology,Semiconductor Equipment & Materials,95121842176,United States
KHC,The Kraft Heinz Company,consumer-defensive,Packaged Foods,37032738816,United States
KR,The Kroger Co.,consumer-defensive,Grocery Stores,45247082496,United States
LHX,"L3Harris Technologies, Inc.",industrials,Aerospace & Defense,39645745152,United States
LH,Labcorp Holdings Inc.,healthcare,Diagnostics & Research,21284071424,United States
LRCX,Lam Research Corporation,technology,Semiconductor Equipment & Materials,101473329152,United States
LW,"Lamb Weston Holdings, Inc.",consumer-defensive,Packaged Foods,7340305408,United States
LVS,Las Vegas Sands Corp.,consumer-cyclical,Resorts & Casinos,32968804352,United States
LDOS,"Leidos Holdings, Inc.",technology,Information Technology Services,17538340864,United States
LEN,Lennar Corporation,consumer-cyclical,Residential Construction,32124153856,United States
LII,Lennox International Inc.,industrials,Building Products & Equipment,20923355136,United States
LLY,Eli Lilly and Company,healthcare,Drug Manufacturers - General,835046539264,United States
LIN,Linde plc,basic-materials,Specialty Chemicals,221441048576,United Kingdom
LYV,"Live Nation Entertainment, Inc.",communication-services,Entertainment,31625500672,United States
LKQ,LKQ Corporation,consumer-cyclical,Auto Parts,10897467392,United States
LMT,Lockheed Martin Corporation,industrials,Aerospace & Defense,108376424448,United States
L,Loews Corporation,financial-services,Insurance - Property & Casualty,18003410944,United States
LOW,"Lowe's Companies, Inc.",consumer-cyclical,Home Improvement Retail,136057602048,United States
LULU,Lululemon Athletica Inc.,consumer-cyclical,Apparel Retail,42567159808,Canada
LYB,LyondellBasell Industries N.V.,basic-materials,Specialty Chemicals,24649820160,United States
MTB,M&T Bank Corporation,financial-services,Banks - Regional,29284139008,United States
MPC,Marathon Petroleum Corporation,energy,Oil & Gas Refining & Marketing,42235269120,United States
MKTX,MarketAxess Holdings Inc.,financial-services,Capital Markets,7382213632,United States
MAR,"Marriott International, Inc.",consumer-cyclical,Lodging,74740916224,United States
MMC,"Marsh & McLennan Companies, Inc.",financial-services,Insurance Brokers,116790951936,United States
MLM,"Martin Marietta Materials, Inc.",basic-materials,Building Materials,29123059712,United States
MAS,Masco Corporation,industrials,Building Products & Equipment,15597710336,United States
MA,Mastercard Incorporated,financial-services,Credit Services,509006577664,United States
MTCH,"Match Group, Inc.",communication-services,Internet Content & Information,7892269568,United States
MKC,"McCormick & Company, Incorporated",consumer-defensive,Packaged Foods,22189260800,United States
MCD,McDonald's Corporation,consumer-cyclical,Restaurants,219661041664,United States
MCK,McKesson Corporation,healthcare,Medical Distribution,80161013760,United States
MDT,Medtronic plc,healthcare,Medical Devices,120635711488,Ireland
MRK,"Merck & Co., Inc.",healthcare,Drug Manufacturers - General,235401674752,United States
META,"Meta Platforms, Inc.",communication-services,Internet Content & Information,1663271698432,United States
MET,"MetLife, Inc.",financial-services,Insurance - Life,56582799360,United States
MTD,Mettler-Toledo International Inc.,healthcare,Diagnostics & Research,26309609472,United States
MGM,MGM Resorts International,consumer-cyclical,Resorts & Casinos,9374640128,United States
MCHP,Microchip Technology Incorporated,technology,Semiconductors,32075526144,United States
MU,"Micron Technology, Inc.",technology,Semiconductors,105110790144,United States
MSFT,Microsoft Corporation,technology,Software - Infrastructure,2981174444032,United States
MAA,"Mid-America Apartment Communities, Inc.",real-estate,REIT - Residential,20399689728,United States
MRNA,"Moderna, Inc.",healthcare,Biotechnology,13584580608,United States
MHK,"Mohawk Industries, Inc.",consumer-cyclical,"Furnishings, Fixtures & Appliances",7323328512,United States
MOH,"Molina Healthcare, Inc.",healthcare,Healthcare Plans,17309896704,United States
TAP,Molson Coors Beverage Company,consumer-defensive,Beverages - Brewers,12017500160,United States
MDLZ,"Mondelez International, Inc.",consumer-defensive,Confectioners,85761040384,United States
MPWR,"Monolithic Power Systems, Inc.",technology,Semiconductors,29303087104,United States
MNST,Monster Beverage Corporation,consumer-defensive,Beverages - Non-Alcoholic,53864349696,United States
MCO,Moody's Corporation,financial-services,Financial Data & Stock Exchanges,86941384704,United States
MS,Morgan Stanley,financial-services,Capital Markets,199591428096,United States
MOS,The Mosaic Company,basic-materials,Agricultural Inputs,7647737856,United States
MSI,"Motorola Solutions, Inc.",technology,Communication Equipment,71131856896,United States
MSCI,MSCI Inc.,financial-services,Financial Data & Stock Exchanges,44493819904,United States
NDAQ,"Nasdaq, Inc.",financial-services,Financial Data & Stock Exchanges,45321428992,United States
NTAP,"NetApp, Inc.",technology,Computer Hardware,19297697792,United States
NFLX,"Netflix, Inc.",communication-services,Entertainment,423872954368,United States
NEM,Newmont Corporation,basic-materials,Gold,49412808704,United States
NWSA,News Corporation,communication-services,Entertainment,16644360192,United States
NWS,News Corporation,communication-services,Entertainment,16686069760,United States
NEE,"NextEra Energy, Inc.",utilities,Utilities - Regulated Electric,144979476480,United States
NKE,"NIKE, Inc.",consumer-cyclical,Footwear & Accessories,115091103744,United States
NI,NiSource Inc.,utilities,Utilities - Regulated Gas,18633121792,United States
NDSN,Nordson Corporation,industrials,Specialty Industrial Machinery,11976498176,United States
NSC,Norfolk Southern Corporation,industrials,Railroads,54036209664,United States
NTRS,Northern Trust Corporation,financial-services,Asset Management,20620699648,United States
NOC,Northrop Grumman Corporation,industrials,Aerospace & Defense,68643295232,United States
NCLH,Norwegian Cruise Line Holdings Ltd.,consumer-cyclical,Travel Services,9370827776,United States
NRG,"NRG Energy, Inc.",utilities,Utilities - Independent Power Producers,19551389696,United States
NUE,Nucor Corporation,basic-materials,Steel,30543716352,United States
NVDA,NVIDIA Corporation,technology,Semiconductors,2862119911424,United States
